"event"	"source_line"	"kind"	"changed"	"positional_models"	"projection_models"	"positional_delta"	"projection_delta"	"live"
125	684	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S1={1} OR 2:S2={0}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
126	688	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S1={1} OR 2:S2={0}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
127	689	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S1={1} OR 2:S2={0}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
128	691	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S1={1} OR 2:S2={0}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
129	693	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S1={1} OR 2:S2={0}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
130	709	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S1={1} OR 2:S2={0}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
131	711	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S1={1} OR 2:S2={0}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
132	722	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S1={1} OR 2:S2={0}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
133	684	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S1={1} OR 2:S2={0}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
134	688	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S1={1} OR 2:S2={0}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
135	689	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S1={1} OR 2:S2={0}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
136	691	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S1={1} OR 2:S2={0}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
137	693	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S1={1} OR 2:S2={0}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
138	474	"observe"	TRUE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
139	477	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
140	477	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
141	684	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
142	684	"observe"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
143	788	"before"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
144	34	"return"	FALSE	"4,5"	"4,5"	"-"	"-"	"[1:S1={0} OR 2:S2={1}] AND [1:S2={0} OR 2:S3={0}] AND [1:S1={1} OR 2:S3={1}]"
